Season,EventName,RoundNumber,Driver,Points,Position
2022,Bahrain Grand Prix,1,LEC,26.0,1.0
2022,Bahrain Grand Prix,1,SAI,18.0,2.0
2022,Bahrain Grand Prix,1,HAM,15.0,3.0
2022,Bahrain Grand Prix,1,RUS,12.0,4.0
2022,Bahrain Grand Prix,1,MAG,10.0,5.0
2022,Bahrain Grand Prix,1,BOT,8.0,6.0
2022,Bahrain Grand Prix,1,OCO,6.0,7.0
2022,Bahrain Grand Prix,1,TSU,4.0,8.0
2022,Bahrain Grand Prix,1,ALO,2.0,9.0
2022,Bahrain Grand Prix,1,ZHO,1.0,10.0
2022,Bahrain Grand Prix,1,MSC,0.0,11.0
2022,Bahrain Grand Prix,1,STR,0.0,12.0
2022,Bahrain Grand Prix,1,ALB,0.0,13.0
2022,Bahrain Grand Prix,1,RIC,0.0,14.0
2022,Bahrain Grand Prix,1,NOR,0.0,15.0
2022,Bahrain Grand Prix,1,LAT,0.0,16.0
2022,Bahrain Grand Prix,1,HUL,0.0,17.0
2022,Bahrain Grand Prix,1,PER,0.0,18.0
2022,Bahrain Grand Prix,1,VER,0.0,19.0
2022,Bahrain Grand Prix,1,GAS,0.0,20.0
2022,Saudi Arabian Grand Prix,2,VER,25.0,1.0
2022,Saudi Arabian Grand Prix,2,LEC,19.0,2.0
2022,Saudi Arabian Grand Prix,2,SAI,15.0,3.0
2022,Saudi Arabian Grand Prix,2,PER,12.0,4.0
2022,Saudi Arabian Grand Prix,2,RUS,10.0,5.0
2022,Saudi Arabian Grand Prix,2,OCO,8.0,6.0
2022,Saudi Arabian Grand Prix,2,NOR,6.0,7.0
2022,Saudi Arabian Grand Prix,2,GAS,4.0,8.0
2022,Saudi Arabian Grand Prix,2,MAG,2.0,9.0
2022,Saudi Arabian Grand Prix,2,HAM,1.0,10.0
2022,Saudi Arabian Grand Prix,2,ZHO,0.0,11.0
2022,Saudi Arabian Grand Prix,2,HUL,0.0,12.0
2022,Saudi Arabian Grand Prix,2,STR,0.0,13.0
2022,Saudi Arabian Grand Prix,2,ALB,0.0,14.0
2022,Saudi Arabian Grand Prix,2,BOT,0.0,15.0
2022,Saudi Arabian Grand Prix,2,ALO,0.0,16.0
2022,Saudi Arabian Grand Prix,2,RIC,0.0,17.0
2022,Saudi Arabian Grand Prix,2,LAT,0.0,18.0
2022,Saudi Arabian Grand Prix,2,TSU,0.0,19.0
2022,Saudi Arabian Grand Prix,2,MSC,0.0,
2022,Australian Grand Prix,3,LEC,26.0,1.0
2022,Australian Grand Prix,3,PER,18.0,2.0
2022,Australian Grand Prix,3,RUS,15.0,3.0
2022,Australian Grand Prix,3,HAM,12.0,4.0
2022,Australian Grand Prix,3,NOR,10.0,5.0
2022,Australian Grand Prix,3,RIC,8.0,6.0
2022,Australian Grand Prix,3,OCO,6.0,7.0
2022,Australian Grand Prix,3,BOT,4.0,8.0
2022,Australian Grand Prix,3,GAS,2.0,9.0
2022,Australian Grand Prix,3,ALB,1.0,10.0
2022,Australian Grand Prix,3,ZHO,0.0,11.0
2022,Australian Grand Prix,3,STR,0.0,12.0
2022,Australian Grand Prix,3,MSC,0.0,13.0
2022,Australian Grand Prix,3,MAG,0.0,14.0
2022,Australian Grand Prix,3,TSU,0.0,15.0
2022,Australian Grand Prix,3,LAT,0.0,16.0
2022,Australian Grand Prix,3,ALO,0.0,17.0
2022,Australian Grand Prix,3,VER,0.0,18.0
2022,Australian Grand Prix,3,VET,0.0,19.0
2022,Australian Grand Prix,3,SAI,0.0,20.0
2022,Emilia Romagna Grand Prix,4,VER,34.0,1.0
2022,Emilia Romagna Grand Prix,4,PER,24.0,2.0
2022,Emilia Romagna Grand Prix,4,NOR,19.0,3.0
2022,Emilia Romagna Grand Prix,4,RUS,12.0,4.0
2022,Emilia Romagna Grand Prix,4,BOT,12.0,5.0
2022,Emilia Romagna Grand Prix,4,LEC,15.0,6.0
2022,Emilia Romagna Grand Prix,4,TSU,6.0,7.0
2022,Emilia Romagna Grand Prix,4,VET,4.0,8.0
2022,Emilia Romagna Grand Prix,4,MAG,3.0,9.0
2022,Emilia Romagna Grand Prix,4,STR,1.0,10.0
2022,Emilia Romagna Grand Prix,4,ALB,0.0,11.0
2022,Emilia Romagna Grand Prix,4,GAS,0.0,12.0
2022,Emilia Romagna Grand Prix,4,HAM,0.0,13.0
2022,Emilia Romagna Grand Prix,4,OCO,0.0,14.0
2022,Emilia Romagna Grand Prix,4,ZHO,0.0,15.0
2022,Emilia Romagna Grand Prix,4,LAT,0.0,16.0
2022,Emilia Romagna Grand Prix,4,MSC,0.0,17.0
2022,Emilia Romagna Grand Prix,4,RIC,3.0,18.0
2022,Emilia Romagna Grand Prix,4,ALO,0.0,19.0
2022,Emilia Romagna Grand Prix,4,SAI,5.0,20.0
2022,Miami Grand Prix,5,VER,26.0,1.0
2022,Miami Grand Prix,5,LEC,18.0,2.0
2022,Miami Grand Prix,5,SAI,15.0,3.0
2022,Miami Grand Prix,5,PER,12.0,4.0
2022,Miami Grand Prix,5,RUS,10.0,5.0
2022,Miami Grand Prix,5,HAM,8.0,6.0
2022,Miami Grand Prix,5,BOT,6.0,7.0
2022,Miami Grand Prix,5,OCO,4.0,8.0
2022,Miami Grand Prix,5,ALB,2.0,9.0
2022,Miami Grand Prix,5,STR,1.0,10.0
2022,Miami Grand Prix,5,ALO,0.0,11.0
2022,Miami Grand Prix,5,TSU,0.0,12.0
2022,Miami Grand Prix,5,RIC,0.0,13.0
2022,Miami Grand Prix,5,LAT,0.0,14.0
2022,Miami Grand Prix,5,MSC,0.0,15.0
2022,Miami Grand Prix,5,MAG,0.0,16.0
2022,Miami Grand Prix,5,VET,0.0,17.0
2022,Miami Grand Prix,5,GAS,0.0,18.0
2022,Miami Grand Prix,5,NOR,0.0,19.0
2022,Miami Grand Prix,5,ZHO,0.0,20.0
2022,Spanish Grand Prix,6,VER,25.0,1.0
2022,Spanish Grand Prix,6,PER,19.0,2.0
2022,Spanish Grand Prix,6,RUS,15.0,3.0
2022,Spanish Grand Prix,6,SAI,12.0,4.0
2022,Spanish Grand Prix,6,HAM,10.0,5.0
2022,Spanish Grand Prix,6,BOT,8.0,6.0
2022,Spanish Grand Prix,6,OCO,6.0,7.0
2022,Spanish Grand Prix,6,NOR,4.0,8.0
2022,Spanish Grand Prix,6,ALO,2.0,9.0
2022,Spanish Grand Prix,6,TSU,1.0,10.0
2022,Spanish Grand Prix,6,VET,0.0,11.0
2022,Spanish Grand Prix,6,RIC,0.0,12.0
2022,Spanish Grand Prix,6,GAS,0.0,13.0
2022,Spanish Grand Prix,6,MSC,0.0,14.0
2022,Spanish Grand Prix,6,STR,0.0,15.0
2022,Spanish Grand Prix,6,LAT,0.0,16.0
2022,Spanish Grand Prix,6,MAG,0.0,17.0
2022,Spanish Grand Prix,6,ALB,0.0,18.0
2022,Spanish Grand Prix,6,ZHO,0.0,19.0
2022,Spanish Grand Prix,6,LEC,0.0,20.0
2022,Monaco Grand Prix,7,PER,25.0,1.0
2022,Monaco Grand Prix,7,SAI,18.0,2.0
2022,Monaco Grand Prix,7,VER,15.0,3.0
2022,Monaco Grand Prix,7,LEC,12.0,4.0
2022,Monaco Grand Prix,7,RUS,10.0,5.0
2022,Monaco Grand Prix,7,NOR,9.0,6.0
2022,Monaco Grand Prix,7,ALO,6.0,7.0
2022,Monaco Grand Prix,7,HAM,4.0,8.0
2022,Monaco Grand Prix,7,BOT,2.0,9.0
2022,Monaco Grand Prix,7,VET,1.0,10.0
2022,Monaco Grand Prix,7,GAS,0.0,11.0
2022,Monaco Grand Prix,7,OCO,0.0,12.0
2022,Monaco Grand Prix,7,RIC,0.0,13.0
2022,Monaco Grand Prix,7,STR,0.0,14.0
2022,Monaco Grand Prix,7,LAT,0.0,15.0
2022,Monaco Grand Prix,7,ZHO,0.0,16.0
2022,Monaco Grand Prix,7,TSU,0.0,17.0
2022,Monaco Grand Prix,7,ALB,0.0,18.0
2022,Monaco Grand Prix,7,MSC,0.0,19.0
2022,Monaco Grand Prix,7,MAG,0.0,20.0
2022,Azerbaijan Grand Prix,8,VER,25.0,1.0
2022,Azerbaijan Grand Prix,8,PER,19.0,2.0
2022,Azerbaijan Grand Prix,8,RUS,15.0,3.0
2022,Azerbaijan Grand Prix,8,HAM,12.0,4.0
2022,Azerbaijan Grand Prix,8,GAS,10.0,5.0
2022,Azerbaijan Grand Prix,8,VET,8.0,6.0
2022,Azerbaijan Grand Prix,8,ALO,6.0,7.0
2022,Azerbaijan Grand Prix,8,RIC,4.0,8.0
2022,Azerbaijan Grand Prix,8,NOR,2.0,9.0
2022,Azerbaijan Grand Prix,8,OCO,1.0,10.0
2022,Azerbaijan Grand Prix,8,BOT,0.0,11.0
2022,Azerbaijan Grand Prix,8,ALB,0.0,12.0
2022,Azerbaijan Grand Prix,8,TSU,0.0,13.0
2022,Azerbaijan Grand Prix,8,MSC,0.0,14.0
2022,Azerbaijan Grand Prix,8,LAT,0.0,15.0
2022,Azerbaijan Grand Prix,8,STR,0.0,16.0
2022,Azerbaijan Grand Prix,8,MAG,0.0,17.0
2022,Azerbaijan Grand Prix,8,ZHO,0.0,18.0
2022,Azerbaijan Grand Prix,8,LEC,0.0,19.0
2022,Azerbaijan Grand Prix,8,SAI,0.0,20.0
2022,Canadian Grand Prix,9,VER,25.0,1.0
2022,Canadian Grand Prix,9,SAI,19.0,2.0
2022,Canadian Grand Prix,9,HAM,15.0,3.0
2022,Canadian Grand Prix,9,RUS,12.0,4.0
2022,Canadian Grand Prix,9,LEC,10.0,5.0
2022,Canadian Grand Prix,9,OCO,8.0,6.0
2022,Canadian Grand Prix,9,BOT,6.0,7.0
2022,Canadian Grand Prix,9,ZHO,4.0,8.0
2022,Canadian Grand Prix,9,ALO,2.0,9.0
2022,Canadian Grand Prix,9,STR,1.0,10.0
2022,Canadian Grand Prix,9,RIC,0.0,11.0
2022,Canadian Grand Prix,9,VET,0.0,12.0
2022,Canadian Grand Prix,9,ALB,0.0,13.0
2022,Canadian Grand Prix,9,GAS,0.0,14.0
2022,Canadian Grand Prix,9,NOR,0.0,15.0
2022,Canadian Grand Prix,9,LAT,0.0,16.0
2022,Canadian Grand Prix,9,MAG,0.0,17.0
2022,Canadian Grand Prix,9,TSU,0.0,18.0
2022,Canadian Grand Prix,9,MSC,0.0,19.0
2022,Canadian Grand Prix,9,PER,0.0,20.0
2022,British Grand Prix,10,SAI,25.0,1.0
2022,British Grand Prix,10,PER,18.0,2.0
2022,British Grand Prix,10,HAM,16.0,3.0
2022,British Grand Prix,10,LEC,12.0,4.0
2022,British Grand Prix,10,ALO,10.0,5.0
2022,British Grand Prix,10,NOR,8.0,6.0
2022,British Grand Prix,10,VER,6.0,7.0
2022,British Grand Prix,10,MSC,4.0,8.0
2022,British Grand Prix,10,VET,2.0,9.0
2022,British Grand Prix,10,MAG,1.0,10.0
2022,British Grand Prix,10,STR,0.0,11.0
2022,British Grand Prix,10,LAT,0.0,12.0
2022,British Grand Prix,10,RIC,0.0,13.0
2022,British Grand Prix,10,TSU,0.0,14.0
2022,British Grand Prix,10,OCO,0.0,15.0
2022,British Grand Prix,10,GAS,0.0,16.0
2022,British Grand Prix,10,BOT,0.0,17.0
2022,British Grand Prix,10,RUS,0.0,18.0
2022,British Grand Prix,10,ZHO,0.0,19.0
2022,British Grand Prix,10,ALB,0.0,20.0
2022,Austrian Grand Prix,11,LEC,32.0,1.0
2022,Austrian Grand Prix,11,VER,27.0,2.0
2022,Austrian Grand Prix,11,HAM,16.0,3.0
2022,Austrian Grand Prix,11,RUS,17.0,4.0
2022,Austrian Grand Prix,11,OCO,13.0,5.0
2022,Austrian Grand Prix,11,MSC,8.0,6.0
2022,Austrian Grand Prix,11,NOR,6.0,7.0
2022,Austrian Grand Prix,11,MAG,6.0,8.0
2022,Austrian Grand Prix,11,RIC,2.0,9.0
2022,Austrian Grand Prix,11,ALO,1.0,10.0
2022,Austrian Grand Prix,11,BOT,0.0,11.0
2022,Austrian Grand Prix,11,ALB,0.0,12.0
2022,Austrian Grand Prix,11,STR,0.0,13.0
2022,Austrian Grand Prix,11,ZHO,0.0,14.0
2022,Austrian Grand Prix,11,GAS,0.0,15.0
2022,Austrian Grand Prix,11,TSU,0.0,16.0
2022,Austrian Grand Prix,11,VET,0.0,17.0
2022,Austrian Grand Prix,11,SAI,6.0,18.0
2022,Austrian Grand Prix,11,LAT,0.0,19.0
2022,Austrian Grand Prix,11,PER,4.0,20.0
2022,French Grand Prix,12,VER,25.0,1.0
2022,French Grand Prix,12,HAM,18.0,2.0
2022,French Grand Prix,12,RUS,15.0,3.0
2022,French Grand Prix,12,PER,12.0,4.0
2022,French Grand Prix,12,SAI,11.0,5.0
2022,French Grand Prix,12,ALO,8.0,6.0
2022,French Grand Prix,12,NOR,6.0,7.0
2022,French Grand Prix,12,OCO,4.0,8.0
2022,French Grand Prix,12,RIC,2.0,9.0
2022,French Grand Prix,12,STR,1.0,10.0
2022,French Grand Prix,12,VET,0.0,11.0
2022,French Grand Prix,12,GAS,0.0,12.0
2022,French Grand Prix,12,ALB,0.0,13.0
2022,French Grand Prix,12,BOT,0.0,14.0
2022,French Grand Prix,12,MSC,0.0,15.0
2022,French Grand Prix,12,ZHO,0.0,16.0
2022,French Grand Prix,12,LAT,0.0,17.0
2022,French Grand Prix,12,MAG,0.0,18.0
2022,French Grand Prix,12,LEC,0.0,19.0
2022,French Grand Prix,12,TSU,0.0,20.0
2022,Hungarian Grand Prix,13,VER,25.0,1.0
2022,Hungarian Grand Prix,13,HAM,19.0,2.0
2022,Hungarian Grand Prix,13,RUS,15.0,3.0
2022,Hungarian Grand Prix,13,SAI,12.0,4.0
2022,Hungarian Grand Prix,13,PER,10.0,5.0
2022,Hungarian Grand Prix,13,LEC,8.0,6.0
2022,Hungarian Grand Prix,13,NOR,6.0,7.0
2022,Hungarian Grand Prix,13,ALO,4.0,8.0
2022,Hungarian Grand Prix,13,OCO,2.0,9.0
2022,Hungarian Grand Prix,13,VET,1.0,10.0
2022,Hungarian Grand Prix,13,STR,0.0,11.0
2022,Hungarian Grand Prix,13,GAS,0.0,12.0
2022,Hungarian Grand Prix,13,ZHO,0.0,13.0
2022,Hungarian Grand Prix,13,MSC,0.0,14.0
2022,Hungarian Grand Prix,13,RIC,0.0,15.0
2022,Hungarian Grand Prix,13,MAG,0.0,16.0
2022,Hungarian Grand Prix,13,ALB,0.0,17.0
2022,Hungarian Grand Prix,13,LAT,0.0,18.0
2022,Hungarian Grand Prix,13,TSU,0.0,19.0
2022,Hungarian Grand Prix,13,BOT,0.0,20.0
2022,Belgian Grand Prix,14,VER,26.0,1.0
2022,Belgian Grand Prix,14,PER,18.0,2.0
2022,Belgian Grand Prix,14,SAI,15.0,3.0
2022,Belgian Grand Prix,14,RUS,12.0,4.0
2022,Belgian Grand Prix,14,ALO,10.0,5.0
2022,Belgian Grand Prix,14,LEC,8.0,6.0
2022,Belgian Grand Prix,14,OCO,6.0,7.0
2022,Belgian Grand Prix,14,VET,4.0,8.0
2022,Belgian Grand Prix,14,GAS,2.0,9.0
2022,Belgian Grand Prix,14,ALB,1.0,10.0
2022,Belgian Grand Prix,14,STR,0.0,11.0
2022,Belgian Grand Prix,14,NOR,0.0,12.0
2022,Belgian Grand Prix,14,TSU,0.0,13.0
2022,Belgian Grand Prix,14,ZHO,0.0,14.0
2022,Belgian Grand Prix,14,RIC,0.0,15.0
2022,Belgian Grand Prix,14,MAG,0.0,16.0
2022,Belgian Grand Prix,14,MSC,0.0,17.0
2022,Belgian Grand Prix,14,LAT,0.0,18.0
2022,Belgian Grand Prix,14,BOT,0.0,19.0
2022,Belgian Grand Prix,14,HAM,0.0,20.0
2022,Dutch Grand Prix,15,VER,26.0,1.0
2022,Dutch Grand Prix,15,RUS,18.0,2.0
2022,Dutch Grand Prix,15,LEC,15.0,3.0
2022,Dutch Grand Prix,15,HAM,12.0,4.0
2022,Dutch Grand Prix,15,PER,10.0,5.0
2022,Dutch Grand Prix,15,ALO,8.0,6.0
2022,Dutch Grand Prix,15,NOR,6.0,7.0
2022,Dutch Grand Prix,15,SAI,4.0,8.0
2022,Dutch Grand Prix,15,OCO,2.0,9.0
2022,Dutch Grand Prix,15,STR,1.0,10.0
2022,Dutch Grand Prix,15,GAS,0.0,11.0
2022,Dutch Grand Prix,15,ALB,0.0,12.0
2022,Dutch Grand Prix,15,MSC,0.0,13.0
2022,Dutch Grand Prix,15,VET,0.0,14.0
2022,Dutch Grand Prix,15,MAG,0.0,15.0
2022,Dutch Grand Prix,15,ZHO,0.0,16.0
2022,Dutch Grand Prix,15,RIC,0.0,17.0
2022,Dutch Grand Prix,15,LAT,0.0,18.0
2022,Dutch Grand Prix,15,BOT,0.0,19.0
2022,Dutch Grand Prix,15,TSU,0.0,20.0
2022,Italian Grand Prix,16,VER,25.0,1.0
2022,Italian Grand Prix,16,LEC,18.0,2.0
2022,Italian Grand Prix,16,RUS,15.0,3.0
2022,Italian Grand Prix,16,SAI,12.0,4.0
2022,Italian Grand Prix,16,HAM,10.0,5.0
2022,Italian Grand Prix,16,PER,9.0,6.0
2022,Italian Grand Prix,16,NOR,6.0,7.0
2022,Italian Grand Prix,16,GAS,4.0,8.0
2022,Italian Grand Prix,16,DEV,2.0,9.0
2022,Italian Grand Prix,16,ZHO,1.0,10.0
2022,Italian Grand Prix,16,OCO,0.0,11.0
2022,Italian Grand Prix,16,MSC,0.0,12.0
2022,Italian Grand Prix,16,BOT,0.0,13.0
2022,Italian Grand Prix,16,TSU,0.0,14.0
2022,Italian Grand Prix,16,LAT,0.0,15.0
2022,Italian Grand Prix,16,MAG,0.0,16.0
2022,Italian Grand Prix,16,RIC,0.0,17.0
2022,Italian Grand Prix,16,STR,0.0,18.0
2022,Italian Grand Prix,16,ALO,0.0,19.0
2022,Italian Grand Prix,16,VET,0.0,20.0
2022,Singapore Grand Prix,17,PER,25.0,1.0
2022,Singapore Grand Prix,17,LEC,18.0,2.0
2022,Singapore Grand Prix,17,SAI,15.0,3.0
2022,Singapore Grand Prix,17,NOR,12.0,4.0
2022,Singapore Grand Prix,17,RIC,10.0,5.0
2022,Singapore Grand Prix,17,STR,8.0,6.0
2022,Singapore Grand Prix,17,VER,6.0,7.0
2022,Singapore Grand Prix,17,VET,4.0,8.0
2022,Singapore Grand Prix,17,HAM,2.0,9.0
2022,Singapore Grand Prix,17,GAS,1.0,10.0
2022,Singapore Grand Prix,17,BOT,0.0,11.0
2022,Singapore Grand Prix,17,MAG,0.0,12.0
2022,Singapore Grand Prix,17,MSC,0.0,13.0
2022,Singapore Grand Prix,17,RUS,0.0,14.0
2022,Singapore Grand Prix,17,TSU,0.0,15.0
2022,Singapore Grand Prix,17,OCO,0.0,16.0
2022,Singapore Grand Prix,17,ALB,0.0,17.0
2022,Singapore Grand Prix,17,ALO,0.0,18.0
2022,Singapore Grand Prix,17,LAT,0.0,19.0
2022,Singapore Grand Prix,17,ZHO,0.0,20.0
2022,Japanese Grand Prix,18,VER,25.0,1.0
2022,Japanese Grand Prix,18,PER,18.0,2.0
2022,Japanese Grand Prix,18,LEC,15.0,3.0
2022,Japanese Grand Prix,18,OCO,12.0,4.0
2022,Japanese Grand Prix,18,HAM,10.0,5.0
2022,Japanese Grand Prix,18,VET,8.0,6.0
2022,Japanese Grand Prix,18,ALO,6.0,7.0
2022,Japanese Grand Prix,18,RUS,4.0,8.0
2022,Japanese Grand Prix,18,LAT,2.0,9.0
2022,Japanese Grand Prix,18,NOR,1.0,10.0
2022,Japanese Grand Prix,18,RIC,0.0,11.0
2022,Japanese Grand Prix,18,STR,0.0,12.0
2022,Japanese Grand Prix,18,TSU,0.0,13.0
2022,Japanese Grand Prix,18,MAG,0.0,14.0
2022,Japanese Grand Prix,18,BOT,0.0,15.0
2022,Japanese Grand Prix,18,ZHO,0.0,16.0
2022,Japanese Grand Prix,18,MSC,0.0,17.0
2022,Japanese Grand Prix,18,GAS,0.0,18.0
2022,Japanese Grand Prix,18,SAI,0.0,19.0
2022,Japanese Grand Prix,18,ALB,0.0,20.0
2022,United States Grand Prix,19,VER,25.0,1.0
2022,United States Grand Prix,19,HAM,18.0,2.0
2022,United States Grand Prix,19,LEC,15.0,3.0
2022,United States Grand Prix,19,PER,12.0,4.0
2022,United States Grand Prix,19,RUS,11.0,5.0
2022,United States Grand Prix,19,NOR,8.0,6.0
2022,United States Grand Prix,19,ALO,6.0,7.0
2022,United States Grand Prix,19,VET,4.0,8.0
2022,United States Grand Prix,19,MAG,2.0,9.0
2022,United States Grand Prix,19,TSU,1.0,10.0
2022,United States Grand Prix,19,OCO,0.0,11.0
2022,United States Grand Prix,19,ZHO,0.0,12.0
2022,United States Grand Prix,19,ALB,0.0,13.0
2022,United States Grand Prix,19,GAS,0.0,14.0
2022,United States Grand Prix,19,MSC,0.0,15.0
2022,United States Grand Prix,19,RIC,0.0,16.0
2022,United States Grand Prix,19,LAT,0.0,17.0
2022,United States Grand Prix,19,STR,0.0,18.0
2022,United States Grand Prix,19,BOT,0.0,19.0
2022,United States Grand Prix,19,SAI,0.0,20.0
2022,Mexico City Grand Prix,20,VER,25.0,1.0
2022,Mexico City Grand Prix,20,HAM,18.0,2.0
2022,Mexico City Grand Prix,20,PER,15.0,3.0
2022,Mexico City Grand Prix,20,RUS,13.0,4.0
2022,Mexico City Grand Prix,20,SAI,10.0,5.0
2022,Mexico City Grand Prix,20,LEC,8.0,6.0
2022,Mexico City Grand Prix,20,RIC,6.0,7.0
2022,Mexico City Grand Prix,20,OCO,4.0,8.0
2022,Mexico City Grand Prix,20,NOR,2.0,9.0
2022,Mexico City Grand Prix,20,BOT,1.0,10.0
2022,Mexico City Grand Prix,20,GAS,0.0,11.0
2022,Mexico City Grand Prix,20,ALB,0.0,12.0
2022,Mexico City Grand Prix,20,ZHO,0.0,13.0
2022,Mexico City Grand Prix,20,VET,0.0,14.0
2022,Mexico City Grand Prix,20,STR,0.0,15.0
2022,Mexico City Grand Prix,20,MSC,0.0,16.0
2022,Mexico City Grand Prix,20,MAG,0.0,17.0
2022,Mexico City Grand Prix,20,LAT,0.0,18.0
2022,Mexico City Grand Prix,20,ALO,0.0,19.0
2022,Mexico City Grand Prix,20,TSU,0.0,20.0
2022,São Paulo Grand Prix,21,RUS,34.0,1.0
2022,São Paulo Grand Prix,21,HAM,24.0,2.0
2022,São Paulo Grand Prix,21,SAI,22.0,3.0
2022,São Paulo Grand Prix,21,LEC,15.0,4.0
2022,São Paulo Grand Prix,21,ALO,10.0,5.0
2022,São Paulo Grand Prix,21,VER,13.0,6.0
2022,São Paulo Grand Prix,21,PER,10.0,7.0
2022,São Paulo Grand Prix,21,OCO,4.0,8.0
2022,São Paulo Grand Prix,21,BOT,2.0,9.0
2022,São Paulo Grand Prix,21,STR,1.0,10.0
2022,São Paulo Grand Prix,21,VET,0.0,11.0
2022,São Paulo Grand Prix,21,ZHO,0.0,12.0
2022,São Paulo Grand Prix,21,MSC,0.0,13.0
2022,São Paulo Grand Prix,21,GAS,0.0,14.0
2022,São Paulo Grand Prix,21,ALB,0.0,15.0
2022,São Paulo Grand Prix,21,LAT,0.0,16.0
2022,São Paulo Grand Prix,21,TSU,0.0,17.0
2022,São Paulo Grand Prix,21,NOR,2.0,18.0
2022,São Paulo Grand Prix,21,MAG,1.0,19.0
2022,São Paulo Grand Prix,21,RIC,0.0,20.0
2022,Abu Dhabi Grand Prix,22,VER,25.0,1.0
2022,Abu Dhabi Grand Prix,22,LEC,18.0,2.0
2022,Abu Dhabi Grand Prix,22,PER,15.0,3.0
2022,Abu Dhabi Grand Prix,22,SAI,12.0,4.0
2022,Abu Dhabi Grand Prix,22,RUS,10.0,5.0
2022,Abu Dhabi Grand Prix,22,NOR,9.0,6.0
2022,Abu Dhabi Grand Prix,22,OCO,6.0,7.0
2022,Abu Dhabi Grand Prix,22,STR,4.0,8.0
2022,Abu Dhabi Grand Prix,22,RIC,2.0,9.0
2022,Abu Dhabi Grand Prix,22,VET,1.0,10.0
2022,Abu Dhabi Grand Prix,22,TSU,0.0,11.0
2022,Abu Dhabi Grand Prix,22,ZHO,0.0,12.0
2022,Abu Dhabi Grand Prix,22,ALB,0.0,13.0
2022,Abu Dhabi Grand Prix,22,GAS,0.0,14.0
2022,Abu Dhabi Grand Prix,22,BOT,0.0,15.0
2022,Abu Dhabi Grand Prix,22,MSC,0.0,16.0
2022,Abu Dhabi Grand Prix,22,MAG,0.0,17.0
2022,Abu Dhabi Grand Prix,22,HAM,0.0,18.0
2022,Abu Dhabi Grand Prix,22,LAT,0.0,19.0
2022,Abu Dhabi Grand Prix,22,ALO,0.0,20.0
2023,Bahrain Grand Prix,1,VER,25.0,1.0
2023,Bahrain Grand Prix,1,PER,18.0,2.0
2023,Bahrain Grand Prix,1,ALO,15.0,3.0
2023,Bahrain Grand Prix,1,SAI,12.0,4.0
2023,Bahrain Grand Prix,1,HAM,10.0,5.0
2023,Bahrain Grand Prix,1,STR,8.0,6.0
2023,Bahrain Grand Prix,1,RUS,6.0,7.0
2023,Bahrain Grand Prix,1,BOT,4.0,8.0
2023,Bahrain Grand Prix,1,GAS,2.0,9.0
2023,Bahrain Grand Prix,1,ALB,1.0,10.0
2023,Bahrain Grand Prix,1,TSU,0.0,11.0
2023,Bahrain Grand Prix,1,SAR,0.0,12.0
2023,Bahrain Grand Prix,1,MAG,0.0,13.0
2023,Bahrain Grand Prix,1,DEV,0.0,14.0
2023,Bahrain Grand Prix,1,HUL,0.0,15.0
2023,Bahrain Grand Prix,1,ZHO,0.0,16.0
2023,Bahrain Grand Prix,1,NOR,0.0,17.0
2023,Bahrain Grand Prix,1,OCO,0.0,18.0
2023,Bahrain Grand Prix,1,LEC,0.0,19.0
2023,Bahrain Grand Prix,1,PIA,0.0,20.0
2023,Saudi Arabian Grand Prix,2,PER,25.0,1.0
2023,Saudi Arabian Grand Prix,2,VER,19.0,2.0
2023,Saudi Arabian Grand Prix,2,ALO,15.0,3.0
2023,Saudi Arabian Grand Prix,2,RUS,12.0,4.0
2023,Saudi Arabian Grand Prix,2,HAM,10.0,5.0
2023,Saudi Arabian Grand Prix,2,SAI,8.0,6.0
2023,Saudi Arabian Grand Prix,2,LEC,6.0,7.0
2023,Saudi Arabian Grand Prix,2,OCO,4.0,8.0
2023,Saudi Arabian Grand Prix,2,GAS,2.0,9.0
2023,Saudi Arabian Grand Prix,2,MAG,1.0,10.0
2023,Saudi Arabian Grand Prix,2,TSU,0.0,11.0
2023,Saudi Arabian Grand Prix,2,HUL,0.0,12.0
2023,Saudi Arabian Grand Prix,2,ZHO,0.0,13.0
2023,Saudi Arabian Grand Prix,2,DEV,0.0,14.0
2023,Saudi Arabian Grand Prix,2,PIA,0.0,15.0
2023,Saudi Arabian Grand Prix,2,SAR,0.0,16.0
2023,Saudi Arabian Grand Prix,2,NOR,0.0,17.0
2023,Saudi Arabian Grand Prix,2,BOT,0.0,18.0
2023,Saudi Arabian Grand Prix,2,ALB,0.0,19.0
2023,Saudi Arabian Grand Prix,2,STR,0.0,20.0
2023,Australian Grand Prix,3,VER,25.0,1.0
2023,Australian Grand Prix,3,HAM,18.0,2.0
2023,Australian Grand Prix,3,ALO,15.0,3.0
2023,Australian Grand Prix,3,STR,12.0,4.0
2023,Australian Grand Prix,3,PER,11.0,5.0
2023,Australian Grand Prix,3,NOR,8.0,6.0
2023,Australian Grand Prix,3,HUL,6.0,7.0
2023,Australian Grand Prix,3,PIA,4.0,8.0
2023,Australian Grand Prix,3,ZHO,2.0,9.0
2023,Australian Grand Prix,3,TSU,1.0,10.0
2023,Australian Grand Prix,3,BOT,0.0,11.0
2023,Australian Grand Prix,3,SAI,0.0,12.0
